,Model,Train_Condition,Class,fprs,tprs
203,GoogLeNet,Imbalanced,Normal,0.0775,0.9825
204,GoogLeNet,Imbalanced,Normal,0.09375,0.9825
205,GoogLeNet,Imbalanced,Normal,0.09875,0.9825
206,GoogLeNet,Imbalanced,Normal,0.1075,0.9825
207,GoogLeNet,Imbalanced,Normal,0.1075,0.985
208,GoogLeNet,Imbalanced,Normal,0.11625,0.985
209,GoogLeNet,Imbalanced,Normal,0.11625,0.9875
210,GoogLeNet,Imbalanced,Normal,0.1875,0.9875
211,GoogLeNet,Imbalanced,Normal,0.1875,0.99
212,GoogLeNet,Imbalanced,Normal,0.2125,0.99
213,GoogLeNet,Imbalanced,Normal,0.2125,0.9925
214,GoogLeNet,Imbalanced,Normal,0.26875,0.9925
215,GoogLeNet,Imbalanced,Normal,0.26875,0.995
216,GoogLeNet,Imbalanced,Normal,0.35625,0.995
217,GoogLeNet,Imbalanced,Normal,0.35875,0.995
218,GoogLeNet,Imbalanced,Normal,0.3625,0.995
219,GoogLeNet,Imbalanced,Normal,0.3625,0.9975
220,GoogLeNet,Imbalanced,Normal,0.365,0.9975
221,GoogLeNet,Imbalanced,Normal,0.37125,0.9975
222,GoogLeNet,Imbalanced,Normal,0.37125,1.0
223,GoogLeNet,Imbalanced,Normal,0.5475,1.0
224,GoogLeNet,Imbalanced,Normal,0.55,1.0
225,GoogLeNet,Imbalanced,Normal,0.57,1.0
226,GoogLeNet,Imbalanced,Normal,0.575,1.0
227,GoogLeNet,Imbalanced,Normal,0.59625,1.0
228,GoogLeNet,Imbalanced,Normal,0.59875,1.0
229,GoogLeNet,Imbalanced,Normal,0.62125,1.0
230,GoogLeNet,Imbalanced,Normal,0.62375,1.0
231,GoogLeNet,Imbalanced,Normal,0.675,1.0
232,GoogLeNet,Imbalanced,Normal,0.6775,1.0
233,GoogLeNet,Imbalanced,Normal,0.705,1.0
234,GoogLeNet,Imbalanced,Normal,0.7075,1.0
235,GoogLeNet,Imbalanced,Normal,0.71375,1.0
